Company,Website,Industry,Product/Service Category,Business Type,Employees Count,Revenue,Year Founded,BBB Rating,City,State,Company Phone,Company LinkedIn,Owner's First Name,Owner's Last Name,Owner's Title,Owner's LinkedIn,Owner's Phone Number,Owner's Email,Source,Lead Score
Villanueva-King,http://www.thompson.com/,Healthcare,Accounting Tools,B2C,845,$50M+,1993,B,West Kimberly,OK,+1-896-187-8022x7287,https://thompson.com/,Lisa,Wang,Social worker,https://www.bradley.com/,001-104-116-0818,brooke72@page.com,scraped,20
Smith LLC,http://wilson.org/,Retail,EHR Systems,B2B2C,228,$10M-$50M,2001,B,East Christian,MA,853-276-5636x80581,,Robert,Johnson,Technical brewer,,(090)941-6867x3949,teresa86@gmail.com,scraped,25
"Lee, Brown and Hart",http://carr.com/,Software Development,e-Learning,B2C,406,$10M-$50M,2003,NR,Hoffmanshire,IA,001-573-256-5945,http://martinez-peters.net/,Wendy,Garrett,Public affairs consultant,https://www.mitchell-wilson.com/,072-824-0691x9385,nboyd@hansen-munoz.com,scraped,40
"Stewart, Baker and Soto",https://adkins-wright.com/,Real Estate,Accounting Tools,B2B,961,$10M-$50M,2022,A,Smithtown,IA,(831)146-0501,http://reese-sawyer.com/,Robin,Brown,"Designer, blown glass/stained glass",https://www.cisneros.com/,7850361745,hawkinssean@gmail.com,scraped,43
Atkinson-Hernandez,https://orozco.com/,Real Estate,EHR Systems,B2B,934,$500K-$1M,2023,C,Williamsfort,IN,279.749.9713,http://riddle.net/,Sarah,Mills,"Pharmacist, community",http://www.thomas.biz/,983.832.5184x816,tmullins@hickman-santiago.net,manual,30
"Wilson, Stone and Copeland",http://knight-collins.com/,Healthcare,Mobile Apps,B2B2C,524,$10M-$50M,1993,B,Callahanberg,WY,+1-918-647-6445x691,https://www.knight-hawkins.com/,Jamie,Hall,"Engineer, civil (contracting)",https://graham-scott.com/,(827)805-0016,markkelly@gmail.com,scraped,30
Ruiz-Harper,http://www.knight.com/,Retail,Custom Software,B2B2C,561,$1M-$10M,2004,C,Williamfort,WY,+1-132-567-4438x97018,,Emily,Clark,Barista,,690.569.7707,regina91@yahoo.com,scraped,25
"Cobb, Espinoza and Duffy",http://www.elliott.net/,Real Estate,EHR Systems,B2B,28,$50M+,1995,C,Virginiashire,VT,115.454.0381x674,https://www.green.com/,Pamela,Butler,Network engineer,https://nguyen.com/,(718)451-6044x9999,michael47@hotmail.com,manual,40
"Robinson, Mitchell and Hanna",https://www.hanson.info/,Finance,Mobile Apps,B2B2C,1000,$500K-$1M,1997,NR,Garciaborough,TX,+1-983-720-6829x466,,Thomas,English,Social worker,,310-464-3971x5641,wilkinsdana@lopez.net,scraped,15
Morris PLC,http://www.wright.com/,Healthcare,Custom Software,B2C,708,$500K-$1M,1995,C,Santanaport,MA,007-651-6751,,Sherri,Kerr,Planning and development surveyor,,+1-221-918-1131,vbrown@gmail.com,scraped,15
Shaw-Moore,https://www.foster-kennedy.com/,Retail,Mobile Apps,B2B2C,933,$500K-$1M,1990,NR,West Stephanie,IA,+1-984-677-8726x49953,,Kristen,Summers,"Solicitor, Scotland",,315-701-2041,baxteranthony@lambert.net,manual,20
Moore Group,http://www.molina-schultz.com/,Education,e-Learning,B2B,219,$1M-$10M,2022,C,Mariamouth,UT,+1-207-699-3789x47735,http://smith-gonzalez.org/,Jenny,Hernandez,Prison officer,http://diaz.com/,+1-524-892-8934x92095,tlittle@miles.biz,scraped,35
Potter Group,https://gutierrez.biz/,Education,e-Learning,B2C,476,$500K-$1M,2008,A,South Timothyville,MI,078.688.3621x507,https://hoffman.info/,Katherine,Parker,Ophthalmologist,http://ramos-ramirez.com/,173.684.4528,nicoleross@hotmail.com,scraped,28
"Bryan, Lopez and Gonzalez",https://www.rivera-smith.com/,Software Development,EHR Systems,B2B,133,$50M+,2002,A+,East Deborahberg,MI,8664441431,,Jonathan,Parker,Art therapist,,+1-242-176-7196,,manual,45
Kim Ltd,http://blake.net/,Finance,EHR Systems,B2C,931,$50M+,2023,NR,Jimenezview,WA,+1-710-855-3769x4852,,Erik,Martinez,Plant breeder/geneticist,,492-821-0220,,manual,10
"Jones, Smith and Cobb",https://www.spencer-hunt.com/,Healthcare,e-Learning,B2B,632,$50M+,2018,B,Port Savannahbury,CA,3241751570,,Amanda,Williams,"Pilot, airline",,2332897187,,scraped,20
Williams-Gould,http://www.thompson.com/,Software Development,e-Learning,B2B,36,$50M+,2013,NR,Port Nicholasland,KS,9043419580,,Damon,Copeland,"Surveyor, commercial/residential",,(311)050-0683,phillip63@gay-watson.com,manual,45
"Burke, Reed and Torres",https://wood-eaton.com/,Software Development,Mobile Apps,B2B,289,$1M-$10M,2003,A,Glovertown,WA,2581495240,https://www.salas.com/,Jason,Cherry,Automotive engineer,http://gallagher.com/,+1-658-471-5287x9920,stephanieolsen@ellis.org,scraped,58
Green Ltd,http://foster.info/,Education,Accounting Tools,B2B2C,785,$50M+,2018,C,Port Johnathan,MO,764-429-9243,,Jay,Ramirez,Jewellery designer,,005-670-4528,,scraped,10
Lewis-Fritz,https://mcguire-lewis.com/,Healthcare,Accounting Tools,B2C,475,$10M-$50M,2015,B,Timothyland,WY,018.542.0093x8513,http://www.mitchell.com/,Patrick,Hammond,Health visitor,http://hays.com/,+1-104-432-4094x69421,,scraped,25
Rowe-Palmer,https://www.coleman.org/,Software Development,e-Learning,B2C,998,$500K-$1M,2001,A+,Josephbury,GA,264-045-2187x421,,Johnny,Stanley,Facilities manager,,+1-082-848-9273x02090,,manual,35
"Bates, Thompson and Weaver",http://mendez.net/,Real Estate,Mobile Apps,B2B,170,$50M+,2006,A,West Meghanfort,NH,363-076-7965,https://www.hill.com/,Kimberly,Williams,"Editor, commissioning",http://www.waters.info/,1156796130,,scraped,33
Harvey-Hall,https://wilson.org/,Finance,CRM,B2C,984,$500K-$1M,2011,A+,Port Tanya,ME,(669)900-4197x12099,,Stephen,Ingram,Astronomer,,421-890-8518x6521,,scraped,20
"Thomas, Smith and Hamilton",https://www.clark.com/,Real Estate,Custom Software,B2C,16,$500K-$1M,2004,A,Schneiderfurt,MO,727.506.0344x80289,,Kevin,Ferguson,Neurosurgeon,,471-126-9062,,scraped,23
Bishop Group,http://www.benitez-johnson.info/,Healthcare,e-Learning,B2B2C,128,$500K-$1M,1998,A+,Mccormickburgh,ID,878.909.0088x8411,,Cynthia,Marsh,Manufacturing systems engineer,,+1-197-233-3024x202,,scraped,20
Beck Inc,https://www.hunt.com/,Real Estate,Accounting Tools,B2C,932,$10M-$50M,2002,A+,Williamborough,CA,943.689.4654x62894,http://west.com/,Aaron,Phillips,Clinical psychologist,http://www.williams.com/,+1-047-391-2725x336,tyronehopkins@hotmail.com,scraped,40
Taylor-Pope,https://www.gutierrez.org/,Retail,Mobile Apps,B2B2C,59,$50M+,1991,NR,Deantown,DE,613.667.2923x186,,Nicole,Howe,Airline pilot,,(462)019-8697x30805,derek39@yahoo.com,scraped,20
Day Group,http://www.garcia-mitchell.com/,Healthcare,Custom Software,B2C,708,$500K-$1M,2016,C,Lake Marcia,ND,+1-173-752-8921,,Raymond,Taylor,IT trainer,,836-618-1278x2043,vickismith@gmail.com,scraped,15
Wilson Ltd,http://duncan.com/,Real Estate,Accounting Tools,B2B2C,457,$50M+,1996,A+,South Shannonmouth,AK,680.800.5470,,Samantha,Kelly,Museum/gallery exhibitions officer,,+1-159-808-2206x3100,joshuamoyer@hayes.org,scraped,25
"Peterson, Sanchez and Schultz",http://mcbride.com/,Software Development,e-Learning,B2C,444,$1M-$10M,2017,NR,North Vincentview,NE,+1-509-438-3003x703,,April,Sullivan,Software engineer,,600.631.5565x132,,scraped,30
"Myers, Buck and Boyd",http://www.pena.net/,Finance,e-Learning,B2B2C,366,$500K-$1M,2009,A,Erinland,AL,9306605418,,Chase,Young,Teaching laboratory technician,,(177)715-7655x467,dreyes@alexander.com,scraped,23
"Nichols, Heath and Wheeler",http://www.cox.biz/,Software Development,Custom Software,B2B2C,540,$10M-$50M,1993,C,West Christinamouth,GA,(327)563-2918,https://martinez-reid.com/,Dennis,Aguirre,"Designer, multimedia",http://watson-williams.com/,309-224-7664,,manual,40
Key LLC,https://www.robertson.com/,Finance,Mobile Apps,B2C,661,$50M+,2023,A+,Thompsonland,MO,042.458.5896,,Amanda,Alvarado,Wellsite geologist,,(304)145-4251x72878,,manual,20
Chan PLC,https://myers.com/,Finance,EHR Systems,B2C,373,$1M-$10M,2012,NR,East Hannah,NY,(622)955-3248,,Johnny,Barron,Press sub,,358-495-5461x9534,,manual,25
Martinez-Roy,https://velasquez.org/,Software Development,Mobile Apps,B2C,259,$1M-$10M,2006,A+,Marioberg,SD,(742)513-9327x753,,Joshua,Marsh,Ranger/warden,,(476)571-0486x6507,,manual,45
"Chavez, Hayes and Clark",http://www.johnson.com/,Software Development,Mobile Apps,B2B,529,$500K-$1M,2009,A,Lake Brian,IA,791-190-8810x7199,http://garza.info/,Karen,Huang,Personal assistant,https://www.torres-salazar.com/,001-211-106-5937x031,weberjason@dunn-adams.com,scraped,48
Ingram-Franklin,https://www.wallace-jones.net/,Education,e-Learning,B2B2C,559,$500K-$1M,2005,NR,Danielmouth,RI,954-215-8400,https://www.griffin-parrish.com/,Christopher,Davidson,Midwife,http://www.pearson.com/,956-475-7862,joshuajackson@gmail.com,manual,25
Brown-Cook,https://richard.biz/,Education,e-Learning,B2C,755,$1M-$10M,2000,NR,Jamieshire,NJ,+1-866-027-8859x1938,http://roberts.org/,Cindy,Hurley,Public relations account executive,http://cox.com/,(046)044-0415,michael78@mccoy-boone.com,scraped,30
"Fernandez, Faulkner and Boyer",https://wright.net/,Healthcare,Mobile Apps,B2C,153,$500K-$1M,2003,A+,Lake Hannah,IN,001-764-177-8039x82898,https://www.colon-ward.com/,Mary,Mitchell,Advertising account executive,https://www.trujillo-garza.com/,+1-990-721-8058x6865,brenda91@keller.net,scraped,30
Johnson-Poole,http://brown.com/,Healthcare,CRM,B2B,174,$1M-$10M,2002,NR,Suetown,IL,602.844.5157x3018,,Benjamin,Thomas,TEFL teacher,,233.240.6194,,scraped,30
"Dean, Huber and Smith",http://www.pitts-nunez.com/,Education,EHR Systems,B2B,969,$10M-$50M,2001,C,Wigginsbury,KY,001-698-325-8467,,Michael,Osborne,Astronomer,,001-045-431-2557x044,,scraped,30
Escobar Group,https://www.freeman.biz/,Education,Custom Software,B2B2C,329,$10M-$50M,2006,C,Stephaniechester,AZ,538-639-7878,,Jaime,Fisher,"Conservation officer, historic buildings",,(015)124-4584,,manual,25
Clark-Flores,http://www.harris.com/,Software Development,e-Learning,B2C,964,$10M-$50M,2022,NR,Lake Kevinville,AZ,(603)180-4558,https://www.turner-rosales.info/,Dennis,Shaffer,"Engineer, water",http://www.khan-conner.net/,001-903-553-5178,,scraped,30
"Ramos, Meadows and Franco",https://smith-fisher.com/,Finance,Mobile Apps,B2B,929,$50M+,2007,A+,South Sharon,OK,+1-595-188-2316,http://www.brown.info/,Stacey,Jennings,Futures trader,http://myers-ibarra.com/,(768)467-3547x582,,scraped,35
Russell-Olson,https://www.adams.net/,Education,Custom Software,B2B2C,782,$1M-$10M,2002,NR,Joseport,TN,481-455-8129x169,,Raymond,Leach,Medical sales representative,,816-821-6649,smithsteven@contreras.com,manual,30
Campbell-Mason,https://www.martinez.com/,Healthcare,Mobile Apps,B2C,464,$500K-$1M,2020,B,East Douglas,VA,271.176.3970,http://www.miller.biz/,Aaron,Kelly,Tour manager,https://www.richardson.info/,001-636-607-5307,,scraped,10
Phillips and Sons,https://bryant.com/,Finance,EHR Systems,B2C,497,$10M-$50M,2012,NR,West Jeffrey,UT,001-784-862-6878,,Julie,Gray,"Secretary, company",,001-960-266-4244x3183,schwartzvictor@yahoo.com,manual,30
Rivas Inc,https://www.rice.com/,Finance,e-Learning,B2B,698,$1M-$10M,2007,A,Davidfort,GA,562.600.2910x6032,,David,Wolf,Dealer,,001-868-586-6774,,scraped,38
"Donovan, Patel and Hurst",https://www.kennedy.com/,Education,CRM,B2B2C,835,$500K-$1M,2006,C,Smithhaven,ND,(550)847-5953,,Jacqueline,Mueller,"Research officer, government",,496.261.6183x1883,,manual,15
Frederick Group,https://fischer.net/,Retail,Mobile Apps,B2B2C,981,$50M+,2006,A+,Jasonmouth,OK,(480)182-1544,http://www.williams.com/,Brittany,Stephens,Retail buyer,http://smith.info/,+1-210-838-8138,wesleywilliams@miller.com,scraped,30
Chandler-Thompson,https://lee.com/,Real Estate,Accounting Tools,B2C,406,$500K-$1M,1992,NR,Rhondaport,AZ,987.634.7613x657,,Michael,Rodgers,"Biochemist, clinical",,556-490-6703,zshea@saunders.com,scraped,15
Zavala-Ray,http://www.campbell.info/,Real Estate,e-Learning,B2C,875,$50M+,2005,B,Webermouth,WY,741-447-9190x39925,,Shannon,Roberts,Public house manager,,+1-103-504-3411x34737,,scraped,10
Williams-Tyler,http://www.martinez-velez.com/,Real Estate,e-Learning,B2B,390,$500K-$1M,2016,NR,Lindafort,OK,(489)070-8069,,Joseph,Perez,Aeronautical engineer,,636-543-8628,,manual,25
Henderson-Swanson,https://www.meyer.info/,Retail,EHR Systems,B2C,727,$500K-$1M,2004,NR,Dawnmouth,VT,(719)429-6767,http://www.bush-miranda.net/,Heather,Frost,Financial planner,http://cunningham.com/,001-397-091-2968x17011,silvalogan@greene.com,scraped,20
"Mack, Smith and Davis",http://www.petersen.com/,Education,Custom Software,B2C,166,$500K-$1M,2015,NR,East Ericborough,NJ,(048)187-3221,https://wells-fowler.org/,Ralph,Jones,Consulting civil engineer,https://www.martin.biz/,+1-455-439-7177x56945,oconnellmarissa@hotmail.com,manual,25
Hawkins Inc,http://barker.info/,Software Development,Custom Software,B2B,937,$500K-$1M,2003,NR,West Michaelport,ID,016.917.3497x0058,https://phillips-salazar.com/,Tyler,Gibson,Passenger transport manager,https://smith.info/,+1-206-639-9031x880,,scraped,35
"Adkins, Davidson and Thompson",https://gonzalez-wright.com/,Real Estate,Custom Software,B2B,924,$50M+,2017,C,Bergermouth,CO,7057144298,http://www.gibson.info/,Hayden,Matthews,Ergonomist,https://johnson.net/,162.811.0171x70324,,manual,30
Garcia-Rodriguez,http://www.stewart-chambers.org/,Software Development,Mobile Apps,B2B2C,472,$50M+,2016,NR,Jessechester,DE,862-194-0020,,Christopher,Day,Furniture conservator/restorer,,067.204.6142x718,emilysmith@hughes.org,scraped,25
"Camacho, Rocha and Chavez",http://miller.com/,Software Development,EHR Systems,B2B,481,$50M+,2012,A+,Ellenborough,LA,752.253.3505,,Grant,Avila,Agricultural engineer,,417-352-9100x40805,baileykatherine@stanley.com,manual,50
Gonzalez Ltd,http://www.brown-jones.com/,Real Estate,Custom Software,B2B,503,$10M-$50M,1997,A+,Walterchester,IA,001-250-622-8413x22365,http://delgado.com/,Christina,Pineda,Brewing technologist,https://www.schneider.org/,001-140-500-7239x3842,dyerrachel@gmail.com,scraped,50
Short-Gardner,https://torres.com/,Real Estate,Mobile Apps,B2B,289,$1M-$10M,1997,A+,Paigeland,NC,1798465351,,Nicole,James,Airline pilot,,123.052.3861,nmullen@gmail.com,manual,50
Pratt-Curtis,http://www.weaver.com/,Retail,Mobile Apps,B2B2C,893,$1M-$10M,2011,A+,Lake Morganberg,AR,(153)848-7024x576,,Elizabeth,Marshall,"Buyer, retail",,001-118-345-5455x874,,manual,35
Santos Ltd,http://kelly-levy.info/,Real Estate,EHR Systems,B2B,800,$10M-$50M,2013,NR,Lindaberg,NY,(482)059-2933x285,https://www.nelson.org/,Gregory,Williams,Public relations account executive,https://www.howard.com/,469-498-0756x3260,,scraped,35
Maynard-Zimmerman,http://reynolds.net/,Healthcare,EHR Systems,B2B,77,$50M+,1992,A,North Reginaldville,OR,5019733675,,Jesus,Vasquez,Amenity horticulturist,,+1-651-536-8004,psanchez@white-guerrero.org,scraped,38
Howell-Smith,https://www.williams.com/,Software Development,Custom Software,B2B,21,$500K-$1M,1995,C,Douglasville,LA,+1-608-213-3291x39921,,Alvin,Jones,Electrical engineer,,8803725032,elizabeth78@hotmail.com,scraped,40
Jones PLC,http://hanson.com/,Education,Custom Software,B2B2C,885,$500K-$1M,2006,C,Williamsland,TN,8075463857,http://cohen.com/,Breanna,Jones,Retail banker,http://www.adkins-yates.info/,+1-418-581-3538,michael94@miller-rivera.com,scraped,20
Elliott LLC,http://www.kelley-goodman.org/,Finance,e-Learning,B2B,608,$10M-$50M,2008,NR,New Robert,NC,4674693957,,Wendy,Nelson,"Accountant, chartered management",,980-123-8340,,scraped,30
"Williams, Gray and Pope",https://www.parsons-black.org/,Software Development,EHR Systems,B2B2C,144,$1M-$10M,1992,A,Whitakerville,VT,(764)376-6326,,Kristin,Harris,"Psychologist, counselling",,+1-091-237-2120x186,,scraped,38
"Carlson, Wright and Green",http://reeves.com/,Healthcare,Custom Software,B2B2C,806,$1M-$10M,1998,A,Randallbury,MT,3045888061,http://www.keller.com/,James,Wise,"Education officer, environmental",https://www.casey.com/,030.985.6689x188,,scraped,33
Davis LLC,http://stafford.com/,Finance,e-Learning,B2B,372,$50M+,1992,A,New Dana,NE,236.275.8721x0537,https://gray-lopez.com/,Christie,Brown,Risk manager,http://stokes-brown.com/,566.040.8066,,scraped,33
Nelson-Martin,https://johnson.info/,Software Development,e-Learning,B2C,227,$500K-$1M,2007,C,Hansenburgh,OR,(635)131-5517,http://www.lewis-foster.com/,Rachel,Martinez,"Scientist, biomedical",https://www.green.com/,742.411.2319,,scraped,25
"Moon, Hamilton and Fisher",http://www.rodriguez.biz/,Software Development,Mobile Apps,B2C,828,$10M-$50M,2018,NR,New Louischester,OR,7123785416,http://www.phillips.com/,Laura,Mendoza,Ship broker,http://www.torres-russell.com/,(128)354-4465,alancastro@murray-woods.org,manual,45
Simmons-Green,https://www.keller-harris.com/,Software Development,Accounting Tools,B2C,143,$1M-$10M,2005,NR,Jacquelinefort,PA,+1-267-555-4468,https://www.ramirez.com/,Jennifer,Knapp,Bonds trader,https://www.burke.biz/,552-492-3550x08394,jamesturner@hotmail.com,scraped,40
Mckenzie-Osborne,http://fleming.com/,Retail,e-Learning,B2C,531,$10M-$50M,2016,A,South Danielside,MT,(108)125-7203x1010,https://beltran.com/,Tracey,Graham,Water quality scientist,http://cervantes-george.org/,001-143-352-4841,,manual,38
Mayer-King,https://baker.net/,Real Estate,EHR Systems,B2B,767,$50M+,2009,NR,Jesusbury,CO,900.860.6036,http://www.webb-thomas.com/,Robert,Bonilla,Office manager,https://www.robbins.com/,001-264-174-6661x4100,,manual,30
Green-Franklin,https://www.meyers.biz/,Education,Mobile Apps,B2B,215,$500K-$1M,2006,C,Port Samuel,NV,+1-135-992-0592x9046,,David,Marsh,Archaeologist,,266-864-6337x823,william37@romero.biz,manual,30
"Smith, Cochran and Curtis",https://www.ford.com/,Real Estate,CRM,B2C,628,$500K-$1M,2016,A,West Kari,MA,+1-341-207-7053x8594,https://sims.com/,Erik,Johnson,Chief Marketing Officer,http://www.sanchez-everett.com/,+1-879-300-5113,,manual,28
Holt Inc,https://porter-malone.com/,Education,Custom Software,B2B2C,593,$1M-$10M,2008,A+,Jamesside,OH,(402)297-0806,https://www.reyes.com/,James,Wagner,"Lecturer, higher education",http://hicks.org/,+1-293-482-5452x122,franciscohopkins@hotmail.com,manual,45
Flynn-Molina,http://www.wilson.com/,Finance,Mobile Apps,B2B2C,269,$1M-$10M,2004,C,North Jonathan,MS,(658)290-1613,,Eric,Foster,"Physicist, medical",,(097)903-6860,robinsonmichael@miller.net,scraped,25
Miller-Farmer,https://haley-villanueva.com/,Retail,Custom Software,B2B,635,$50M+,2011,A+,Warnerland,ME,0858333464,,Sharon,Watson,Geoscientist,,820.008.2691x333,johnvargas@yahoo.com,manual,40
Chambers LLC,https://www.campbell.com/,Healthcare,EHR Systems,B2C,527,$500K-$1M,2017,NR,New David,WY,7111659146,,Gary,Garcia,"Surveyor, hydrographic",,001-087-403-0735x85950,,manual,15
Edwards-Wheeler,https://simon-garcia.com/,Software Development,e-Learning,B2B,490,$50M+,2007,A,Lake Melanie,NH,001-173-990-5187x170,,Julie,Guzman,Civil Service fast streamer,,+1-894-977-3516x854,ubrown@allison.org,manual,48
"Green, Kirk and Patterson",http://hahn.com/,Finance,e-Learning,B2B2C,499,$1M-$10M,1997,B,Butlerport,UT,(770)116-6917x20573,,Timothy,Myers,Facilities manager,,+1-468-095-6910,christopherspencer@hardy-lewis.com,manual,30
Ruiz and Sons,https://rodriguez.com/,Healthcare,Custom Software,B2C,911,$10M-$50M,2000,NR,Dylanland,NJ,(614)102-1235x0668,,Robert,Lee,Barrister,,+1-818-598-9863x1438,,scraped,20
"Travis, Lane and Vaughn",https://newman-hodge.biz/,Real Estate,EHR Systems,B2C,41,$500K-$1M,1998,B,North Cynthiaview,MS,007.671.0838x5928,,Laura,Gonzalez,Research scientist (maths),,027-855-3364,,scraped,15
Snyder-Johnson,https://www.adams.com/,Finance,EHR Systems,B2B2C,306,$10M-$50M,2022,A,East Kylestad,RI,1824738439,https://www.graves.net/,Aaron,Diaz,Barista,https://smith-stone.com/,001-462-006-7702,,manual,33
Rangel-Lee,http://www.graham.org/,Finance,e-Learning,B2B,9,$500K-$1M,2008,A+,Pamelafort,VA,+1-203-517-4480,,Jennifer,Morris,"Copywriter, advertising",,001-349-809-6008,michaelallen@thomas.biz,scraped,30
"Hale, Owens and Gutierrez",http://fields-murphy.com/,Retail,Accounting Tools,B2B2C,284,$50M+,1999,A,New Candace,WA,983-403-4143,http://www.adams.com/,Rachel,Gonzalez,"Horticulturist, commercial",http://www.hickman.com/,645-696-4877x04952,utyler@hotmail.com,scraped,28
"Burke, Murphy and Jacobson",http://www.mann.biz/,Software Development,Mobile Apps,B2B2C,118,$500K-$1M,1992,B,Mooremouth,NC,+1-250-429-4487x945,,Megan,Robertson,"Administrator, Civil Service",,004.463.4810x792,,scraped,20
"Gomez, Hudson and Hawkins",https://www.collins.com/,Retail,Accounting Tools,B2C,318,$50M+,2023,NR,Pamelaside,VT,1235050103,,Thomas,Reyes,Colour technologist,,(653)941-0544,,manual,10
